Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source,Classification,Reasons,Strategic,Tactical,Operational,Out of Scope,Not Identified
The Impact of Online and Offline Information Sources on Automobile Choice Behavior,"Kulkarni, G; Ratchford, BT; Kannan, PK",2012,10.1016/j.intmar.2012.02.001,"The Internet has significantly impacted the information search behavior of consumers. Many consumers regularly consult Internet sources for information on product categories, brands, manufacturers, and retailers, particularly when making a purchase decision about major durable goods. Automobiles are one example of such goods. The Internet has become a major source for information on automobile brands, attributes, and dealers. While much research has been done on the impact of the Internet on automobile information search behavior and search costs, there is limited work on the relationship between Internet use and the ultimate automobile choice. This type of relationship may have interesting managerial implications for both manufacturers of automobiles and firms that provide information on automobiles. This paper attempts to address this gap. It examines whether Internet use is associated with different choice patterns for automobiles. Using discrete choice analysis on automobile choice data, we explore whether there will be differences in the salience of specific information types for online versus offline consumers. We find that Internet users rely more on ratings while non-Internet users rely more on recommendations when making automobile choices. Our findings have several useful managerial implications for information provision, both online and offline. (C) 2012 Direct Marketing Educational Foundation, Inc. Published by Elsevier Inc. All rights reserved.",Information search; Search channels; Choice behavior,ELSEVIER SCIENCE INC,wos-recommendation,Tactical,"The abstract discusses the relationship between Internet use and automobile choice patterns, which aligns with interpreting strategic goals into actionable insights for marketing decisions. It highlights specific consumer behaviors and preferences, indicating a focus on structured decision-making processes in marketing.",10,70,15,0,5
Investigating the customers' drivers of Islamic credit card loyalty and word of mouth,"Jamshidi, D; Kuanova, L",2022,10.1108/JIMA-09-2019-0182,"Purpose - Because of the huge advantages of Islamic credit cards for both banks and customers, the purpose of this study is to examine the main factors that influence consumers to use an Islamic credit card (ICC). Design/methodology/approach - Accordingly, the innovation diffusion theory, customer awareness and loyalty concept are considered because of their ability to predict behavior and also to provide valuable information. The proposed research model of the study was empirically validated using data collected from 397 bank customers in Kish Island, Iran. Partial least squares-structural equation modeling was used to analyze the collected data from respondents. Findings - The results indicated that relative advantage and compatibility have a significant direct effect on ICC loyalty. The significant connection between ICC loyalty by bank customers and their decision to have positive word of mouth was also confirmed. Originality/value - This study represents a basis for further refinement of individual ICC acceptance and loyalty models for researchers. For practitioners, organizations and banks would be able to redesign and manage-related factors, which, in turn, would increase the probability of ICC acceptance and usage success by bank customers.",Word of mouth; Relative advantage; ICC loyalty; Recommendation to others,EMERALD GROUP PUBLISHING LTD,wos-recommendation,Tactical,"The study examines factors influencing consumer behavior regarding Islamic credit cards, indicating a focus on marketing strategies and consumer engagement, which aligns with tactical decision-making.",10,60,20,5,5
CONSUMER RESPONSE TO BRAND DELETION: ANALYSIS OF SELF-BRAND CONNECTION,"Baptista, PD; Viacava, JJC; Del Secchi, J",2022,10.5585/remark.v21i2.18452,"Purpose: This study analyzes the effect of brand deletion (BD), by a company strategizing to reduce its brand portfolio, on consumers' purchase intention (PI) and word-of-mouth (WOM) recommendations. Method: Three single-factor, 2 x 1 between-subject experiments were conducted to evaluate the impact of post-acquisition brand strategy (maintenance vs. deletion) on PI and WOM recommendations. The mediating effect of negative affect (NA) and the moderating effect of self-brand connection (SBC) were also analyzed. Originality / Relevance: This experimental study is the first to analyze how BD impacts consumers' affective (NA) and conative (PI and WOM recommendation) responses to the brand they perceive as accountable for this decision, in a merger and acquisition (M&A) context. Results: In a M&A scenario, consumers with high levels of SBC will present higher NA following BD. Consequently, they will reduce their PI and WOM recommendation of the products of the acquirer company undertaking BD. Theoretical / methodological contributions: Results highlight the importance of considering a brand's SBC before opting for BD because it not only affects that particular brand but may also reduce PI and WOM recommendations of the company implementing BD.",Brand deletion; Self-brand connection; Purchase intention; Word of mouth; Negative affect,UNIV NOVE JULHO,wos-recommendation,Strategic,"The study analyzes the long-term implications of brand deletion on consumer behavior and purchase intentions, making strategic decisions related to brand management in a merger and acquisition context.",60,25,10,0,5
Herding in online product choice,"Huang, JH; Chen, YF",2006,10.1002/mar.20119,"Previous research has shown that people are influenced by others when making decisions. This work presents three studies examining herding in product choices on the Internet. The first two studies addressed how two cues frequently found on the Internet, that is, sales volume and customer reviews, influence consumer on-line product choices. The third study examined the relative effectiveness of two recommendation sources. The experimental results revealed that subjects used the choices and evaluations of others as cues for making their own choices. However, herding effects are offset significantly by negative comments from others. Additionally, the recommendations of other consumers influence the choices of subjects more effectively than recommendations from an expert. Finally, implications of this work are discussed. (c) 2006 Wiley Periodicals, Inc.",,WILEY,wos-recommendation,Operational,"The abstract discusses consumer decision-making influenced by online cues such as sales volume and customer reviews, which are directly related to managing day-to-day consumer choices and preferences.",10,25,55,0,10
International entrepreneurship from emerging to developed markets: an institutional perspective,"Nuhu, NS; Owens, M; McQuillan, D",2021,10.1108/IMR-02-2020-0028,"Purpose The authors explore how home and host market institutions impact emerging market (EM) international entrepreneurship (IE) into developed markets. Design/methodology/approach Based on four case studies of Nigerian entrepreneurs expanding into the USA, this qualitative research adopts an institutional perspective to the study of EM IE. Findings The findings show home and host formal and informal institutions simultaneously enable and constrain the IE process. Weak home institutions shape the international opportunity recognition decision but seriously impede international opportunity development and exploitation activities in the developed market. EM entrepreneurs benefit from highly functioning regulation in the developed market whilst also experiencing discriminatory treatment from institutions. The findings of the study further show the positive and constraining effects of host institutions throughout the process. Originality/value Based on the findings, the paper details future research ideas, managerial implications and recommendation for policymakers.",Emerging markets; International entrepreneurship; Institutions; Processes; Developed markets,EMERALD GROUP PUBLISHING LTD,wos-recommendation,Strategic,"The abstract discusses how institutions impact international entrepreneurship, focusing on long-term implications for emerging market entrepreneurs in developed markets. This aligns with strategic planning and understanding the broader implications of market conditions.",70,10,5,0,15
Disclosure of sales compensations and product recommendations,"Tseng, LM; Yu, TW",2019,10.1108/MIP-05-2018-0160,"Purpose The purpose of this paper is to examine the influence of disclosure of sales compensations on insurance brokers' intention to make inappropriate product recommendations. Design/methodology/approach This research examines the insurance brokers' intention to make inappropriate product recommendations through an application of the theory of planned behavior. Surveys are used as the research instrument, and the hypotheses are tested with a between-subjects experimental design. One case of mandatory disclosure and one case of non-mandatory disclosure are compared in the research. Findings The results indicate that the disclosure of sales compensations is significantly associated with the subjective norms from the official authority and perceived behavioral control (PBC). The results of this study also indicate that, when the disclosure is mandatory, the PBC has a stronger effect on the insurance brokers' intention to make biased product recommendations than dose the attitude and subjective norms. When the disclosure is non-mandatory, however, the subjective norms have a stronger effect on the insurance brokers' intention. Originality/value The impacts of compensation disclosures on the financial professionals' product recommendations have been less examined. This study could make a contribution to the literature by providing some empirical observations from the views of Taiwan's life insurance brokers.",Subjective norms; Attitude; Product recommendation; Sales compensation; Perceived behavioural control,EMERALD GROUP PUBLISHING LTD,wos-recommendation,Tactical,"The paper examines the influence of sales compensation disclosures on insurance brokers' intentions, which aligns with interpreting strategic goals into structured targets, such as understanding how certain disclosures affect broker behavior and product recommendations.",10,70,15,0,5
Emerging trends in online reviews research in hospitality and tourism: A scientometric update (2000-2020),"Zheng, X; Huang, JY; Wu, J; Sun, SL; Wang, SY",2023,10.1016/j.tmp.2023.101105,"Over the past two decades, the prevalence of online reviews on digital platforms has transformed customers' decision-making process. In the hospitality and tourism industry, hotel managers seek to understand customer satisfaction and preferences to better design managerial and marketing strategies. Hence, it is vital to have a comprehensive understanding of the field of online reviews in hospitality and tourism. This study gives a sys-tematic review of this domain using bibliometric analysis based on 565 articles indexed by the Web of Science Core Collection and published between 2000 and August 2020. The core authors, institutions, journals, and influential works were identified. Additionally, the conceptual evolution and thematic structure of the field were analyzed using keyword co-occurrence and article citation analysis. The thematic structure diagram was pre-sented to give a bird's-eye view of the structure of the whole field. Lastly, this study summarized the gaps in the existing literature and suggested future directions.",Online reviews; Hospitality and tourism; Knowledge mapping; Thematic structure; Network analysis; Bibliometrics,ELSEVIER,wos-recommendation,Strategic,"The study provides a systematic review of online reviews in hospitality and tourism, aiming to understand customer satisfaction and preferences to better design managerial and marketing strategies. This aligns with long-term strategic planning.",60,20,10,5,5
Antecedents and outcomes of virtual presence in online shopping: A perspective of SOR (Stimulus-Organism-Response) paradigm,"Chen, MJ",2023,10.1007/s12525-023-00674-z,"By integrating theories of media richness, presence, perceive risk, flow, and social presence into the S-O-R paradigm, this study develops a theoretical model that extends previous research to explain how the virtual presence generated by a web store affects consumers' internal psychological states and final purchase behavior. The experimental results show that (1) the richness of website features (multiplicity of cues and immediacy of feedback) positively influences consumers' perceptions of website telepresence (cognitive experience) and social presence (affective experience). (2) Telepresence can significantly increase consumer purchase intention by reducing perceived website risk and increasing perceived product diagnosis. (3) Social presence can significantly increase consumers' purchase intention by increasing perceived product diagnostics and perceived social approval. (4) Shopping task complexity positively moderates the relationship between cue multiplicity and perceived virtual presence. The findings provide insights for marketing practitioners by helping to understand the effects of virtual presence on consumer decision-making.",Virtual presence; SOR model; Social presence; Telepresence; Media richness; M310,SPRINGER HEIDELBERG,wos-recommendation,Tactical,"The abstract discusses a theoretical model that explains consumer behavior in web stores, focusing on how website features and virtual presence influence purchase intentions. This aligns with tactical decision-making as it interprets strategic goals into concrete targets for marketing practices.",10,70,15,0,5
Charging forward: unveiling the dynamics of consumer EV adoption in Asia's transition to green mobility,"Han, CS; Hsu, YM; Hsu, HJ",2024,10.1108/APJML-03-2024-0346,"PurposeThis study aims to explore the determinants influencing consumer purchase intentions towards electric vehicles (EVs) within the Asian market. It specifically examines how perceived value and perceived risk interact with the moderating effects of environmental, policy, and social factors to shape consumer behaviors towards EV adoption. The purpose is to delineate the intricate mechanisms driving consumer intentions in the context of sustainable mobility solutions.Design/methodology/approachAdopting a quantitative research design, this investigation collected data via a survey targeting consumers across various Asian countries. The study utilized Structural Equation Modeling (SEM) to analyze the responses, enabling a robust examination of the relationships between perceived value, perceived risk, and the potential moderating roles of external factors on consumer purchase intentions towards EVs.FindingsThe analysis revealed that both perceived value and perceived risk significantly influence consumers' intentions to purchase EVs. It was also found that environmental factors effectively moderate the relationship between perceived risk and purchase intentions, while social factors moderate the relationship between perceived risk and purchase intentions, highlighting the complex influence of external elements on consumer decisions. Contrarily, policy factors did not exhibit a significant moderating impact on the relationships examined.Originality/valueThis research enriches the domain of sustainable technology adoption by providing nuanced insights into the factors driving consumer intentions towards EVs in the Asian context. It underscores the critical roles of perceived value and risk, along with the distinct moderating effects of environmental and social factors, offering strategic implications for stakeholders within the EV ecosystem. The study's findings contribute to the broader discourse on consumer behavior in green technology adoption, laying groundwork for future investigations across diverse settings.",Electric vehicles; Consumer purchase intentions; Perceived value; Perceived risk; Environmental factors; Recommendation adoption,EMERALD GROUP PUBLISHING LTD,wos-recommendation,Strategic,"The study explores long-term consumer behavior and intentions towards electric vehicles (EVs) in the context of sustainable mobility solutions, aligning with the strategic planning focus on defining organizational goals and understanding market dynamics.",60,25,10,0,5
Optimal Referral Bonuses with Asymmetric Information: Firm-Offered and Interpersonal Incentives,"Kornish, LJ; Li, QP",2010,10.1287/mksc.1080.0484,"Referral bonuses, in which an existing customer gets an in-kind or cash reward for referring a new customer, are a popular way to stimulate word of mouth. In this paper, we examine key firm decisions about such bonuses. Others have studied referral bonus programs; a key difference is that we study the role of recommendations not just in spreading awareness (as they do) but also in providing assessments. We start with the idea that people have a variety of reasons for making product recommendations, including placing a value on a friend's outcome with a product they recommend. We apply that idea in a context of asymmetric information: A customer combines his knowledge about the product and his familiarity with friends' tastes, making him more informed than the friends. Thus, the recommendation is a signal about the value of the product to the friend. In this setting, we consistently find that the greater the concern for others' outcomes, the higher the referral bonus should be, as long as the firm cannot more efficiently motivate recommendations with a lower price. Moreover, if price is the more efficient lever, the optimal bonus is zero, and the optimal price is low. We also show that greater concern tends to reduce firm profit and, in some cases, actually reduces consumer welfare as well.",word of mouth; reward programs; pricing,INFORMS,wos-recommendation,Tactical,"The abstract discusses the implementation of referral bonus programs and the optimization of such programs, which aligns with tactical decision-making processes that translate strategic goals into structured actions like customer acquisition and sales promotion.",15,65,15,0,5
A Qualitative Study of Malaysian Parents' Purchase Intention of Functional Weaning Foods using the Theory of Planned Behavior,"Mohamad, H; Mirosa, M; Bremer, P; Oey, I",2019,10.1080/10454446.2018.1512919,"Background: In this study, qualitative research methods were used to explore the behavioral, normative, and control beliefs underpinning parents' decisions to purchase functional weaning food products. Methods: Seven focus groups were conducted with 44 parents in two locations in Malaysia (Sabah and Selangor). Based on the Theory of Planned Behavior theoretical framework, participants were prompted with questions about commercial weaning foods including functional weaning foods and shown several different products to stimulate discussion. Results: Important behavioral beliefs (product attributes, babies' needs and suitability of the product, perceived healthiness), referrals and influences (family and friends' opinions and experiences, internet and social media influence, health professionals' recommendation and advice) and facilitating and inhibiting factors (trust and confidence, brand and cost, and product availability and options) were identified. Conclusions: Overall functional weaning food purchase intention was influenced positively and negatively by behavioral, normative and control beliefs. To increase the awareness and commercial product knowledge on weaning food are suitable for their children, more information on functional weaning food products from reliable sources that can reach the parents and other potential customers is needed. Government, health professionals and manufacturers should work together to develop a better way to inform parents about functional weaning foods.",Functional weaning food; focus group; Malaysia; theory of planned behavior,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",wos-recommendation,Tactical,"The study explores specific beliefs and influences affecting parents' decisions to purchase functional weaning foods, which aligns with tactical marketing decisions aimed at understanding consumer behavior and informing targeted marketing strategies.",10,60,20,5,5
Demand effects of product similarity network in e-commerce platform,"Huang, HJ; Yang, J; Zheng, BR",2021,10.1007/s10660-019-09352-9,"With the increasing popularity of product assortments by recommender system, it becomes increasingly important for online platform and sellers to investigate their economic impact and manage the links of products. Different from the previous product network, this study constructs and investigates the role of similarity product network from similar products' recommender system by using data from Taobao.com. The characters of similarity product network exhibits influence on product demand. Mining of similar product's link reveals that the more a product is being linked, the greater of the demand, the impact of product's degree is different from type of products. In addition, the results show that the centralization of network has a negative impact on focal product's demand. This study also examines the spillover effect of similar products' reviews (UGC) as well as similar products' description (MGC), especially focuses on the semantic similarity. The results reveal that the semantic similarity of recommended product's reviews and products' description have negative spillover effect on demand. The more similar of recommended product's reviews and the product's description, the stronger the effect. Specifically, similarity of MGC exhibits a stronger impact than that of UGC on focal product's demand for search goods than for experience goods. The findings provide insights to marketing practitioners by helping understand the effects of similarity and link of product on the consumer's decision.",Product similarity network; Semantic similarity; User generated content; Market generated content; Spillover effect,SPRINGER,wos-recommendation,Tactical,"The abstract discusses the investigation of the economic impact of product assortments and the role of similarity in product networks, which aligns with tactical decision-making focused on structured targets and optimization strategies for marketing and sales.",10,70,15,0,5
Why analyst overconfidence about the functional form of demand models can lead to overpricing,"Montgomery, AL; Bradlow, ET",1999,10.1287/mksc.18.4.569,"Generally, profit predictions are made conditional upon a particular functional form. The typical caveat offered is that this is not the true demand model, but is instead some reasonable approximation. We show how the notion of an approximation can be explicitly represented using a random coefficient model. Our model nests the usual situation of complete model certainty as a special case. We go on to show how ignoring the uncertainty in functional form induced by approximation will lead to erroneous pricing decisions that may frequently lead to overpricing. For example, an inelastic, double-log demand model implies infinite optimal prices. This is clearly a nonsensical, analyst recommendation. We propose a more general form of the double-log model that allows for high confidence in the observed price range, but incorporates increased uncertainty about the adequacy of the double-log approximation as prices move beyond the observed range. The optimal pricing solutions for this new model are lower than those for the usual case with complete certainty. In fact, we find well-defined optimal pricing solutions even for inelastic double-log demand models. This is a finding of great practical importance, given that aggregate demand models tend to be inelastic for grocery categories, and that log demand models are frequently used (Hoch et al. 1995). We argue that the lack of recognizing uncertainty in the modeling process may partially account for why there is a seeming disparity between observed retail prices and the optimal prices implied by maximizing total category profits using estimated demand models (Little and Shapiro 1980). The problems of making optimal pricing decisions using double-log demand models calibrated with store-level scanner data have been recognized. Previous solutions are to constrain the results to achieve reasonable solutions (Reibstein and Gatignon 1984, Montgomery 1997) or to avoid these models altogether in favor of household choice models aggregated to the store-level (Vilcassim and Chintagunta 1995). Our assessment of the problem is that it is not necessarily an issue of model specification, but one of inference. In other words, double-log models fit well, but optimization leads to out-of-range predictions. Our suggestion is that inferences from an estimated demand model need to be approached with some caution. Specifically, uncertainty about predictions will always exist. If this uncertainty is incorporated into models such as the double-log form, then much better inferences can be made. It is our hope that this research will encourage others to think not only about model specification and estimation, but also inference.",approximations; demand estimation; pricing research; random; coefficient models; retailing,INFORMS,wos-recommendation,Strategic,"The abstract discusses the implications of model uncertainty in pricing decisions, focusing on long-term impacts and optimal pricing strategies, which aligns with strategic planning.",60,25,10,0,5
The anatomy of non-Muslim consumers' halal fashion buying behaviour: a quantitative approach,"Tarofder, AK; Sultana, US; Ismail, R; Salem, SF; Musah, AA",2022,10.1108/JIMA-05-2020-0156,"Purpose The purpose of this study is two-fold: classifying non-Muslim halal fashion buyers by applying quantitative techniques and identifying the persuading determinants of the non-Muslim women' halal fashion buying behaviour (HFBB). Design/methodology/approach By adapting items from prior studies, a structured questionnaire was developed and distributed face-to-face to various Muslim fashion stores in Malaysia. After a one-month effort, 221 responses were obtained from non-Muslim consumers by using convenience sampling. Next, a clustering analysis was used to classify them from a contrasting perspective. Finally, regression and Andrew F. Hayes's process procedures were applied to examine the three independent variables' effect and the moderating variables. Findings The results revealed the characteristic behaviour of the non-Muslim women explicitly, which is related to their halal fashion purchasing decision. Based on the ANOVA results, there were different motives for buying halal fashion by non-Muslim women. Additionally, it was found that the most crucial determinants for non-Muslim's HFBB are cultural adaptation, albeit, there is no substantial proof of a significant moderating effect of age and income on the consumers. Research limitations/implications These discoveries are advantageous for halal fashion retailers and provide an appealing domain for further investigations in the context of the global halal study. Practical implications This study provided an idea for an untapped segment on the halal fashion sellers' segmentation and positioning strategy. The study's results suggested specific managerial and practical recommendation that the sellers can use to attract non-Muslim consumers. Originality/value This study was amongst the uncommon investigations within the halal fashion context that will enlighten the managers' selling strategy on the most neglected market segment. The results of this study provided an empirical understanding of how to sell halal fashion to non-Muslim consumers.",Segmentation; Strategy; Fashion consciousness; Cultural adaptation; Fashion uniqueness; Halal fashion,EMERALD GROUP PUBLISHING LTD,wos-recommendation,Tactical,"The study focuses on identifying specific consumer behaviors and motivations, which translates strategic goals into actionable insights for targeting non-Muslim halal fashion buyers and informing marketing strategies.",15,70,10,0,5
INNOVATIONS AND TOURISM REGIONS: ARE INNOVATIONS PERCEIVED AS A PROBLEM IN REGIONAL DEVELOPMENT IN EUROPEAN TOURISM?,"Kubickova, V; Labudova, V; Benesova, D; Mura, L",2023,10.21272/mmi.2023.3-17,"This article examines innovative aspects of the development of tourism regions in Europe. The article aims to determine the intensity of the perception of innovation in the tourism region as a problem in its development. The ambition of the article is to assess the problems in the development of tourism regions in Europe in the field of innovation as a possible starting point for optimizing changes in local and regional tourism policy. The research analyses the positions of 95 regional tourism experts from 17 European countries. The database was based on a databank of 150 representatives of academia and 275 representatives of regional tourism organizations. To analyse the properties of categorical data and the relationships between them, we used Gamma, Kendall's Tau-b, Somers' D C vertical bar R, Spearman correlation coefficient, Phi Coefficient, Contingency Coefficient, Cramer's V and the decision tree algorithm. The maturity of the innovation environment of tourism regions and their level of development influence the perception of innovations as a problem in their development. Southern European tourism regions perceive innovation as a problem in their development most intensively. Tourism regions with stronger innovation activity have a well-established quality management system and a comprehensive and systematically addressed supply of seasonal and off-season products. Tourism regions ranked in the emerging innovator group perceive the specified problems in the implementation of innovations more intensively. This reflects the lack of coordination of the product portfolio, both in terms of range and quality, in countries where the innovation environment is poorly developed. A key recommendation to mitigate the perception of innovations as a problem in the development of Europe's tourism regions is to focus attention on the implementation of regional policy instruments that stimulate the participation of tourism in the synergy effects of the existing innovation environment of the economy.",innovation; innovation environment; perception of innovations; regional development; tourism region,"SUMY STATE UNIV, DEPT MARKETING & MANAGEMENT INNOVATIVE ACTIVITY",wos-recommendation,Strategic,"The article focuses on long-term development issues in tourism regions, particularly regarding innovation and regional policy optimization, which align with strategic planning.",70,10,10,5,5
The impact of digital transformation on the retailing value chain,"Reinartz, W; Wiegand, N; Imschloss, M",2019,10.1016/j.ijresmar.2018.12.002,"Consumers have traditionally made purchase decisions at the store shelf, giving institutional brick-and-mortar retailers great power to learn about and influence behaviors and preferences. With the rise of e-commerce, mobile shopping, and most recently smart technologies, new competitors threaten this long-standing supremacy. Adopting a value-creation perspective, we analyze how digitization started the erosion of institutional retailing as the primary interface to the customer. We develop a framework that identifies five new sources of value creation and propose how these advance and transform competition for this interface. Depending on the importance of the new sources of value creation (in different purchase situations), stationary retailing may prevail as an important interaction point in a multichannel decision journey. However, increasing diffusion of branded-product platforms including connected devices and online retail platforms is shifting this authority to new players. For the parties involved in this multilayered competition, acknowledging the changes and actively managing their position in the evolving eco-systems is crucial. (C) 2019 Elsevier B.V. All rights reserved.",Digitization; Retailing; Customer interface; Brands; Platforms,ELSEVIER,wos-recommendation,Strategic,"The abstract discusses the long-term implications of digitization on institutional retailing, identifying new sources of value creation and transforming competition, which aligns with strategic planning and organizational goals.",60,20,10,5,5
I love the product but will you? The role of interpersonal attachment styles in social projection,"David, ME",2018,10.1002/mar.21080,"Individuals often have a need to predict the preferences of others (e.g., offering a recommendation, gift giving). In doing so, it is not uncommon that individuals project their attitudes and preferences onto others. Extant consumer research literature related to social projection focuses largely on particular situational variables that influence social projection. The current research adds to a smaller body of consumer research which focuses on specific characteristics of consumers' selves that may drive an individual's tendency to project his/her attitudes onto others. Specifically, the present paper explores an individual-level moderator of social projection, namely, interpersonal attachment style. Across five studies, interpersonal attachment style, and attachment anxiety, specifically, is shown to influence social projection. In addition, the mechanism underlying this relationship is demonstrated. The results show that high (vs. low) anxious attachment individuals tend to naturally consider more counter-valence attributes of a product, that is., liked attributes of a disliked product and disliked attributes of a liked product, and this availability of counter-valence attributes lowers social projection. Important theoretical and practical implications are discussed.",attachment anxiety; attachment theory; counter-valence attributes; interpersonal attachment styles; social projection,WILEY,wos-recommendation,Tactical,"The research focuses on consumer behavior and decision-making processes related to social projection and interpersonal attachment styles. It provides insights into how these factors influence recommendations and preferences, which aligns with tactical decision-making in marketing.",10,70,15,0,5
Brand identity fit in co-branding The moderating role of C-B identification and consumer coping,"Xiao, N; Lee, SH",2014,10.1108/EJM-02-2012-0075,"Purpose - This paper aims to introduce brand identity (BI) fit as an important factor that influences co-branding success. Based on motivated reasoning theory, the authors propose consumer-brand (C-B) identification moderates the effect of BI fit on co-branding attitudes. In addition, they investigate the role of consumer coping and perceived BI fit on consumers' attitude toward co-branding. Design/methodology/approach - Two experiments were conducted to test the research hypotheses. Findings - Study 1 results reveal that when C-B identification is low, consumers' co-branding evaluations and the loyalty of the focal brand are higher in the low BI fit condition than those in the high BI fit condition. When C-B identification is high, such effects are not observed. Study 2 results reveal that when the BI fit is low, decoupling is more effective than biased assimilation at defending the positive evaluations of the focal brand. Research limitations/implications - First, while the authors focus particularly on BI fit, it may be fruitful for marketers to combine BI fit with other types of fit such as functional dimension fit and product category fit. For example, while the results suggest marketers should co-brand with low BI fit pairs when targeting at low C-B identification consumers, this recommendation should be taken in conjunction with how consumers respond to other co-branding fit strategies. Second, the authors encourage future researchers to explore deeper into the consumer coping in other contexts. As these elements are critical to consumers' attitudes, it will be beneficial to see how decoupling or biased assimilation strategies differ in other co-branding fit contexts. Practical implications - The authors advise marketers to consider both the level of BI fit and the level of C-B identification when looking for a co-brand partner. When targeting low C-B identification consumers, it is better for marketers to find a co-branding partner with a low BI fit than high BI fit. This is a counterintuitive finding given that higher fit (e. g. product category fit and brand image fit) is often associated with positive evaluations. For high C-B identification consumers, BI fit does not adversely affect consumer attitudes (and loyalty). Thus, these consumers are safer targets for marketers in terms of maintaining attitudes. Second, the authors find that when perceived BI fit is low, decoupling strategy is more effective than biased assimilation strategy at defending the positive evaluations of the focal brand. However, when perceived BI fit is high, the two coping strategies have little difference in influencing co-branding attitudes. Thus, the authors advise marketers to encourage their consumers to cope using a decoupling strategy to garner higher attitudes. Originality/value - The authors introduce BI fit as an important abstract dimension of brand image fit when facing co-branding decisions. Overall, our results demonstrate C-B identification moderates the effects of BI fit on co-branding attitudes. Counter-intuitively, the results suggest that low BI fit co-branding can also generate higher attitudes depending on consumers' level of brand identification. Moreover, marketers must also be wary of how consumers cope with co-branding, as coping explains the underlying mechanism of how consumers deal with high or low perceived BI fit. Specifically, our findings suggest that consumer coping moderates the relationship between perceived BI fit and co-branding attitudes.",Brand identity fit; Co-branding; Consumer coping; Consumer-brand identification,EMERALD GROUP PUBLISHING LIMITED,wos-recommendation,Tactical,"The abstract discusses specific strategies for co-branding based on brand identity fit and consumer-brand identification, which align with tactical decision-making in marketing. It provides actionable insights for marketers on how to choose co-brand partners and suggests methods for managing consumer attitudes toward co-branding.",10,70,15,0,5
Reducing deviant consumer behaviour with service robot guardians,"Dootson, P; Greer, DA; Letheren, K; Daunt, KL",2023,10.1108/JSM-11-2021-0400,"Purpose The purpose of this research is to understand whether service robots can safeguard servicescapes from deviant consumer behaviour. Using routine activity theory, this research examines whether increasing the perceived humanness of service robots reduces customer intentions to commit deviant consumer behaviour and whether this negative relationship is mediated by perceived empathy and perceived risk of being caught. Design/methodology/approach Five hundred and fifty-three US residents responded to a hypothetical scenario that manipulated the humanness of a service agent (from self-service technology, to robot, to human employee) across seven conditions and measured the likelihood of deviant consumer behaviour, empathy towards the service robot, perceived risk of being caught and punished and negative attitudes towards robots. Findings The results indicate that replacing human service agents with different types of service robots does inadvertently reduce customer perceptions of capable guardianship (i.e. the human element that deters potential offenders from committing crimes) in the servicescape and creates conditions that allow customers to perpetrate more deviant consumer behaviour. Practical implications When investing in technology such as service robots, service providers need to consider the unintended cost of customer misbehaviour (specifically deviant consumer behaviour) in their return-on-investment assessments to optimise their asset investment decisions. Originality/value Moving beyond research on customer adoption and use, this research examines the unintended consequences that might arise when deploying service robots in a technology-infused service environment. Humanised service robots offer more guardianship than self-service technology but do not replace human employees in preventing deviant consumer behaviour, as they remain more capable of deterring customer misbehaviour.",Service innovation; Consumer deviance; Robotics; Servicescape,EMERALD GROUP PUBLISHING LTD,wos-robot,Strategic,"The research explores the long-term implications of deploying service robots in service environments, particularly how their perceived humanness impacts consumer behavior and organizational investment decisions.",60,20,10,5,5
Customer Perceptions among Product and Brand Alternatives: Analysis and Consolidation of Models of Brand Choice Behavior,"Teleaba, F; Popescu, S; Ilesan, H",2021,,"Understanding how consumers evaluate product and brand alternatives and perceive their quality should be of paramount importance to marketing, product development and quality management. Several brand choice behavior models have been researched in literature, from utility maximization models in traditional economics, to attributebased sequential elimination or selection models and heuristics in behavioral economics, to two-stage models combining some of these principles. Previous attempts to provide an overview of these models have been incomplete. We provide an analysis and exhaustive, up to date, consolidation of brand choice behavior models, and conclude selected shortcomings and opportunities for improvement in current research literature. This consolidation is a one-stop shop for consumer behavior researchers, and marketing, product development and quality management professionals, who want to understand the different models, processes or steps adopted by consumers in evaluating brand and product alternatives and making their choice.",brand choice behavior; customer behavior; consumer choice,SOC ROMANA PENTRU ASIGURAREA CALITATII,wos-robot,Strategic,"The abstract discusses brand choice behavior models and their implications for long-term strategic planning in marketing, product development, and quality management.",50,30,15,0,5
