Title,Authors,Year,DOI,Abstract,Keywords,Publisher,Source
Comparative performance of the FSCL neural net and K-means algorithm for market segmentation,"Balakrishnan, PV; Cooper, MC; Jacob, VS; Lewis, PA",1996,10.1016/0377-2217(96)00046-X,"Given the success of neural networks in a variety of applications in engineering, such as speech and image quantization, it is natural to consider its application to similar problems in other domains. A related problem that arises in business is market segmentation for which clustering techniques are used. In this paper, we explore the ability of a specific neural network, namely the Frequency-Sensitive Competitive Learning Algorithm (FSCL), to cluster data for developing strategic marketing decisions. To this end, we investigate the comparative performance of FSCL vis-a-vis the K-means clustering technique. A cluster analysis conducted on brand choice data for the coffee category revealed that the two methodologies resulted in widely differing cluster solutions. In an effort to address the dispute over the appropriate methodology, a comparative performance investigation was undertaken using simulated data with known cluster solutions in a fairly large experimental design to mimic varying data quality to reflect data collection and measurement error. Based on the results of these studies, it is observed that a combination of the two methodologies, wherein the results of the FSCL network are input as seeds to the K-means, seems to provide more managerially insightful segmentation schemes.",K-means; neural networks; segmentation; comparative performance; brand choice; data quality; marketing,ELSEVIER SCIENCE BV,wos-k-means
Exploring travelers' decision-making styles,"Atadil, HA; Sirakaya-Turk, E; Meng, F; Decrop, A",2018,10.1108/IJCHM-11-2016-0613,"Purpose - The purpose of this study is to profile market segments using travelers' decision-making styles (DMS) as segmentation bases and to identify similarities and differences between traveler segments regarding a series of psychographic and attitudinal characteristics. Design/methodology/approach - Data are gathered from a sample of 426 travelers in Dubai and Shanghai via self-reported surveys. Analyses included factor, k-means cluster, discriminant and MANOVA. Findings - Study findings reveal significant differences among the rational, adaptive and daydreamer decision-makers' segments in their behavioral and attitudinal characteristics with respect to tourism involvement and destination images. Practical implications - Findings provide important practical implications for generating effective marketing and positioning strategies based on the identified attitudinal characteristics of the traveler segments for destination marketing organizations. Originality/value - A stream of recent tourism studies shows a strong relationship between tourism involvement and destination images, yet very little research has tackled the issue of how these critical variables can be affected by individuals' decision-making styles. This study explores and tests the relationships among DMS, tourism involvement and destination image using a factor-cluster approach.",Involvement; Decision making styles; Destination images; Travel decisions,EMERALD GROUP PUBLISHING LTD,wos-k-means
DECISION-MAKING STYLES OF YOUNG-ADULT CONSUMERS IN THE REPUBLIC OF MACEDONIA,"Anic, ID; Anita-Ciunova-Suleska; Rajh, E",2010,,"The purpose of this research is to examine decision making styles and to test the Sproles and Kendall's (1986) CSI instrument (Consumer Style Inventory) among young-adult consumers in the Republic of Macedonia. It segments young-adult consumers by their decision-making styles and determines the differences among segments relative to their decision-making styles. The empirical analysis is based on data obtained from consumer survey. The data were analyzed using Cronbach alpha coefficients, exploratory factor analysis and k-means cluster analysis. Research results confirmed eight-factor model. Two homogeneous segments of consumers were identified: Economic consumers and Recreational consumers. Significant gender differences were found on four factors of consumer-decision making styles (brand consciousness, novelty-fashion consciousness, recreational-hedonistic consumer and habitual, brand-loyal consumer). Marketing strategies should be tailored to the specific characteristics of consumers in the Republic of Macedonia.",Consumer decision-making styles; Consumer Style Inventory; Consumer segmentation; Gender differences; The Republic of Macedonia,"ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD",wos-k-means
CONSUMER DECISION-MAKING STYLES IN THE DIGITAL PRODUCT CATEGORY,"Rajh, SP",2022,10.22598/mt/2022.34.2.191,"Purpose - The aim of this paper is to explore consumer decision-making styles when buying digital products, and to identify different clusters of consumers based on their approaches in choosing digital products. The literature regarding consumer decision-making styles when purchasing digital products is rather scarce. Therefore, a research study on behavioral patterns and product attributes important to consumers when they purchase digital goods might contribute to a more comprehensive understanding of this type of consumer behavior while also broadening the existing body of knowledge. Design/Methodology/Approach - Empirical data were collected using an online questionnaire consisting of items borrowed from the relevant literature and adapted to the research context. Research results are presented using descriptive statistics, exploratory factor analysis, Cronbach's alpha coefficient, and k-means cluster analysis. Findings and implications - This study has revealed four distinct consumer groups that differ in their consumer decision-making styles when buying digital products. Both theoretical and managerial implications of the research findings are discussed. Results of this research serve as helpful insights into consumer behavior characteristics in a digital products market, providing digital goods companies with valuable inputs for planning their marketing strategies and activities. Limitations - The results of the present research apply to digital products in general. Future research should develop and confirm these initial findings further by incorporating specific digital product categories and focusing on other socio- cultural contexts. Originality - By identifying six consumer decision-making styles and four distinct clusters, this study contributes to a more comprehensive understanding of consumer approaches when buying digital products, thereby broadening the existing theoretical knowledge of consumer decision-making styles.",consumer decision-making styles; Consumer Style Inventory (CSI); digital products; cluster analysis,CROMAR,wos-k-means
Developing a Typology of Heritage Site Visitors: A Consumer Styles Inventory Approach,"Rajh, SP; Rajh, E; Horvat, S",2024,10.2478/zireb-2024-0011,"The purpose of this paper is to examine the behaviour of heritage site visitors using a consumer decision-making styles framework and to identify different groups of visitors based on their behavioural patterns and criteria when selecting a heritage site. To investigate the behaviour of heritage site visitors and identify different groups, an empirical research was conducted. Data were collected from 332 respondents and analysed using descriptive statistics, exploratory and confirmatory factor analysis, Cronbach's alpha coefficient, and k-means cluster analysis. The current study found that seven out of eight consumer decision-making styles related to visiting heritage sites were identified. In addition, k-means cluster analysis revealed that respondents could be classified into three clusters based on their consumer decision-making styles. These findings have important implications for the marketing strategies of heritage sites. At the end of the paper, implications are discussed and recommendations for future research are suggested.",consumer decision-making styles; Consumer Styles Inventory (CSI); heritage sites; cluster analysis; consumer behaviour; M31; M39; Z33,WALTER DE GRUYTER GMBH,wos-k-means
ANALYSIS OF ASYMMETRY FACTORS IN THE DEVELOPMENT OF THE EU TOURISM INDUSTRY,"Polyakov, M; Bilozubenko, V; Nebaba, N; Korneyev, M; Saihak, Y",2020,10.21511/im.16(4).2020.10,"The effects of the economic recession and the COVID-19 crisis call for more active support for the tourism industry. To pursue a supranational tourism policy and create a favorable marketing environment at the national level, it is necessary to consider the objective differences between member states and their characteristics in the field of tourism. This study aims to highlight the main factors that characterize the asymmetry of the tourism industry in the EU countries, which allows ensuring the competitiveness of national tourism companies through the formation of an appropriate marketing strategy. The research methodology includes calculation of the asymmetry coefficient and cluster and classification analysis based on Eurostat data. At the first stage, 27 indicators were selected that characterize the structural proportions of the tourism industry and the intensity of tourism in the EU countries. Based on the calculation of the asymmetry coefficient, a high level of heterogeneity of the tourism industry parameters in the EU countries for each of the indicators was demonstrated. At the second stage, clustering (algorithm - k-means, metric - Euclidean distance) of the EU countries was carried out according to the selected indicators. As a result, eight clusters were obtained, which showed asymmetry in developing national tourism sectors in the EU. At the third stage, as a result of classification (method decision trees), seven combinations of indicators were identified, which completely distinguish the resulting clusters of the EU countries. The parameters included in these combinations are, in fact, the main factors of the asymmetry in the development of the EU tourism industry. Based on the analysis of the asymmetric development of the tourism industry by country, it is possible to determine its growth points and competitiveness drivers in the EU internal market and identify marketing strategies.",tourism; country clustering; asymmetry factors; supranational policy; marketing strategy,LLC CPC BUSINESS PERSPECTIVES,wos-k-means
SELECTING TARGET MARKET BY SIMILAR MEASURES IN INTERVAL INTUITIONISTIC FUZZY SET,"Thao, NX; Duong, TTT",2019,10.3846/tede.2019.10290,"The selection of the target market plays vital role in promoting the marketing strategies of companies. We presented is a method for target market selection. We introduce some novel similarity measures between intuitionistic fuzzy sets and the novel similarity measures between interval-valued intuitionistic fuzzy sets. They are constructed by combining exponential and other functions. Finally, we introduce a multi-criteria decision making model to select target market by using the novel similarity measure of interval intuitionistic fuzzy sets.",intuitionistic fuzzy set; interval-valued intuitionistic fuzzy set; similarity measure; target market; market segment,VILNIUS GEDIMINAS TECH UNIV,wos-k-means
MARKET SEGMENT EVALUATION AND SELECTION BASED ON APPLICATION OF FUZZY AHP AND COPRAS-G METHODS,"Aghdaie, MH; Hashemkhani Zolfani, S; Zavadskas, EK",2013,10.3846/16111699.2012.721392,"Market segment evaluation and selection is one of the critical marketing problems of all companies. This paper presents a novel approach which integrates fuzzy analytic hierarchy process (FAHP) and COPRAS-G method for market segment evaluation and selection. Fuzzy AHP is used to calculate the weight of each criterion, and COPRAS-G method is proposed to prioritize market segments from the best to the worst ones. The application of fuzzy set theory allows incorporating the vague and imprecise linguistic terms into the decision process. This study can be used as a pattern for market segment selection and future researches. A case study on a chair manufacturing company is put forward to illustrate the performance of the proposed methodology.",market segmentation; market segment evaluation; market segment selection; Fuzzy AHP; COPRAS-G method,VILNIUS GEDIMINAS TECH UNIV,wos-k-means
Staying on convention or leapfrogging to eco-innovation?: Identifying early adopters of hydrogen-powered vehicles,"Moon, H; Park, SY; Woo, J",2021,10.1016/j.techfore.2021.120995,"Hydrogen-powered vehicles or fuel cell electric vehicles (FCEV) are recognized as one of the leading innovations within sustainable technologies. However, to the best of our knowledge, only few studies have been conducted regarding the consumer's perspective of the product. This study focuses on analyzing the consumer's criteria and level behind their behavior regarding these vehicles to identify consumer segments that can be potential innovators and early adopters of FCEV. The K-means clustering method was employed to identify different consumer segments based on their chosen criteria. Next, consumer characteristics and their preferences were analyzed using a multinomial logit model to derive important marketing and policy implications. The result of the analysis indicates that 44.9% of the consumers consider FCEV as a potential alternative. These consumers consist of Innovative luxury consumer group (6.2%), Advanced eco-friendly consumer group (12.6%), and Economy-oriented eco-friendly consumer group (26.1%). Among the three groups, the innovative and luxurious consumer group, who considered all traditional gasoline and diesel vehicles with FCEV, had the highest potential to leapfrog to FCEV. These findings can accelerate the diffusion of FCEVs if marketing strategies and policy plans are formulated according to suitable consumer segments.",Hydrogen-powered vehicle; Consumer preference; Innovation diffusion; Consumer profiling; Market segmentation; Unsupervised machine learning approach,ELSEVIER SCIENCE INC,wos-k-means
Segmentation of financial clients by attitudes and behavior A comparison between Switzerland and Vietnam,"Phan, TC; Rieger, MO; Wang, M",2019,10.1108/IJBM-07-2017-0141,"Purpose - The purpose of this paper is to investigate segmentations by finance-related attitudes and behavior of financial consumers in Switzerland and Vietnam. Design/methodology/approach - The authors replicated the questionnaire measuring attitudes toward financial affairs as used in the study of Funfgeld and Wang (2009). In order to extract factors and identify profiles of financial customers, the authors applied the same techniques including factor analysis and a two-step cluster analysis (Ward and K-means) to both samples. Linear regressions were used to examine the impact of socio-demographic variables. Findings - Factor analysis reveals surprisingly similar underlying dimensions of financial attitudes and behavior for participants in both countries. The five clusters based on these dimensions exhibit strikingly similar characteristics. The authors also find that socio-demographic variables such as gender, age and education significantly vary across groups. Research limitations/implications - There are small differences in the composition of the revealed dimensions between the two countries, mainly a mixture of intuitive decisions and free-spending aspects. Future research may investigate more countries with comparable samples to further test the reliabilities and validities of the scales. Practical implications - The findings suggest that the instruments as developed by Funfgeld and Wang (2009) can be used not only in highly developedWestern markets but also in non-Western and emerging markets. Such instruments can be very useful for offering financial advice based on market segmentation in a global market. Originality/value - The study provides empirical evidence on universal segmentation variables that reflect financial consumers' psychological traits and attitudes toward saving and spending. Furthermore, the study stresses the need for a broad use of those variables when studying consumer decision-making in international financial markets.",Personal finance; Cross-national clusters; Financial advice; Universal segmentation variables,EMERALD GROUP PUBLISHING LTD,wos-k-means
USING SUPERVISED MACHINE LEARNING METHODS FOR RFM SEGMENTATION: A CASINO DIRECT MARKETING COMMUNICATION CASE,"Bratina, D; Faganel, A",2023,10.22598/mt/2023.35.1.7,"Purpose - This paper explores various supervised ma-chine learning algorithms as an additional classification method to RFM (recency, frequency, and monetary) mod-els with the aim of improving the accuracy in predicting target groups of customers for direct marketing response campaigns conducted by a casino. The purpose of this paper is twofold - first, to test how the addition of demo-graphic variables increases the accuracy of the basic RFM model and second, to assess if and how machine learning algorithms improve the initial model. Ultimately, we pro-pose a model for direct marketing response at individual level using RFM scores and customer demographic and behavioral data as endogenous variables to be used by the company. The findings can be used as an alternative to the simpler RFM model when approaching customer response modeling for large datasets and can be gener-alized to other industries. Design/Methodology/Approach - Our research em-ployed supervised machine learning methods tuned on historical responses to a casino's direct marketing activi-ties to improve the company's RFM segmentation model. Demographic variables were also included with the aim of improving the power of the models employed. Finally, we attempted to improve the best-performing model by hypertuning its algorithm parameters. Findings and Implications - The best and most intuitive model was found to be that using decision trees with Recency (from RFM) together with age and the awarded amount (from the demographic element) as indepen-dent variables. Surprisingly, the company's own RFM seg-mentation was also found to perform well.Limitations - Not all machine learning methods used for classification were included in our research nor did we use ensemble methods to improve the models' power. While all models developed are applicable to similar data, they could lose their accuracy when applied to data from a different industry. The company's own RFM model was not analyzed but was included in the model as is. Further insight could be gained by determining its optimal pa-rameters.Originality - This study contributes to the existing litera-ture by showing how direct marketing efficiency model-ing using standard RFM could be improved with the ad-dition of a company's customer property. It also provides insight into how classification algorithms perform on a casino database of direct marketing activities.",RFM segmentation; machine learning algorithms; decision trees; support vector machines; naive Bayes algorithm; logistic regression,CROMAR,wos-machine learning
Machine learning to predict grains futures prices,"Brignoli, PL; Varacca, A; Gardebroek, C; Sckokai, P",2024,10.1111/agec.12828,"Accurate commodity price forecasts are crucial for stakeholders in agricultural supply chains. They support informed marketing decisions, risk management, and investment strategies. Machine learning methods have significant potential to provide accurate forecasts by maximizing out-of-sample accuracy. However, their inherent complexity makes it challenging to understand the appropriate data pre-processing steps to ensure proper functionality. This study compares the forecasting performance of Long Short-Term Memory Recurrent Neural Networks (LSTM-RNNs) with classical econometric time series models for corn futures prices. The study considers various combinations of data pre-processing techniques, variable clusters, and forecast horizons. Our results indicate that LSTM-RNNs consistently outperform classical methods, particularly for longer forecast horizons. In particular, our findings demonstrate that LSTM-RNNs are capable of automatically handling structural breaks, resulting in more accurate forecasts when trained on datasets that include such shocks. However, in our setting, LSTM-RNNs struggle to deal with seasonality and trend components, necessitating specific data pre-processing procedures for their removal.",agricultural futures prices; forecasting; machine learning; recurrent neural networks; time series,WILEY,wos-machine learning
Customer sentiment analysis and prediction of halal restaurants using machine learning approaches,"Hossain, MS; Rahman, MF; Uddin, MK; Hossain, MK",2023,10.1108/JIMA-04-2021-0125,"Purpose There is a strong prerequisite for organizations to analyze customer review behavior to evaluate the competitive business environment. The purpose of this study is to analyze and predict customer reviews of halal restaurants using machine learning (ML) approaches. Design/methodology/approach The authors collected customer review data from the Yelp website. The authors filtered the reviews of only halal restaurants from the original data set. Following cleaning, the filtered review texts were classified as positive, neutral or negative sentiments, and those sentiments were scored using the AFINN and VADER sentiment algorithms. Also, the current study applies four machine learning methods to classify each review toward halal restaurants into its sentiment class. Findings The experiment showed that most of the customer reviews toward halal restaurants were positive. The authors also discovered that all of the methods (decision tree, linear support vector machine, logistic regression and random forest classifier) can correctly classify the review text into sentiment class, but logistic regression outperforms the others in terms of accuracy. Practical implications The results facilitate halal restaurateurs in identifying customer review behavior. Social implications Sentiment and emotions, according to appraisal theory, form the basis for all interactions, facilitating cognitive functions and supporting prospective customers in making sense of experiences. Emotion theory also describes human affective states that determine motives and actions. The study looks at how potential customers might react to a halal restaurant's consensus on social media based on reviewers' opinions of halal restaurants because emotions can be conveyed through reviews. Originality/value This study applies machine learning approaches to analyze and predict customer sentiment based on the review texts toward halal restaurants.",Customer sentiment; Review texts; Halal restaurant; Prediction; Machine learning,EMERALD GROUP PUBLISHING LTD,wos-machine learning
A machine learning framework for customer purchase prediction in the non-contractual setting,"Martínez, A; Schmuck, C; Pereverzyev, S; Pirker, C; Haltmeier, M",2020,10.1016/j.ejor.2018.04.034,"Predicting future customer behavior provides key information for efficiently directing resources at sales and marketing departments. Such information supports planning the inventory at the warehouse and point of sales, as well strategic decisions during manufacturing processes. In this paper, we develop advanced analytics tools that predict future customer behavior in the non-contractual setting. We establish a dynamic and data driven framework for predicting whether a customer is going to make purchase at the company within a certain time frame in the near future. For that purpose, we propose a new set of customer relevant features that derives from times and values of previous purchases. These customer features are updated every month, and state of the art machine learning algorithms are applied for purchase prediction. In our studies, the gradient tree boosting method turns out to be the best performing method. Using a data set containing more than 10000 customers and a total number of 200000 purchases we obtain an accuracy score of 89% and an AUC value of 0.95 for predicting next moth purchases on the test data set. (C) 2018 Elsevier B.V. All rights reserved.",Analytics; Purchase prediction; Sales forecast; Non-contractual setting; Machine learning,ELSEVIER,wos-machine learning
Active Machine Learning for Consideration Heuristics,"Dzyabura, D; Hauser, JR",2011,10.1287/mksc.1110.0660,"We develop and test an active-machine-learning method to select questions adaptively when consumers use heuristic decision rules. The method tailors priors to each consumer based on a configurator. Subsequent questions maximize information about the decision heuristics (minimize expected posterior entropy). To update posteriors after each question, we approximate the posterior with a variational distribution and use belief propagation (iterative loops of Bayes updating). The method runs sufficiently fast to select new queries in under a second and provide significantly and substantially more information per question than existing methods based on random, market-based, or orthogonal-design questions. Synthetic data experiments demonstrate that adaptive questions provide close-to-optimal information and outperform existing methods even when there are response errors or bad priors. The basic algorithm focuses on conjunctive or disjunctive rules, but we demonstrate generalizations to more complex heuristics and to the use of previous-respondent data to improve consumer-specific priors. We illustrate the algorithm empirically in a Web-based survey conducted by an American automotive manufacturer to study vehicle consideration (872 respondents, 53 feature levels). Adaptive questions outperform market-based questions when estimating heuristic decision rules. Heuristic decision rules predict validation decisions better than compensatory rules.",active learning; adaptive questions; belief propagation; conjunctive models; consideration sets; consumer heuristics; decision heuristics; disjunctions of conjunctions; lexicographic models; variational Bayes estimation,INFORMS,wos-machine learning
"Optimizing B2B product offers with machine learning, mixed logit, and nonlinear programming","Colias, JV; Park, S; Horn, E",2021,10.1057/s41270-021-00113-y,"In B2B markets, value-based pricing and selling has become an important alternative to discounting. This study outlines a modeling method that uses customer data (product offers made to each current or potential customer, features, discounts, and customer purchase decisions) to estimate a mixed logit choice model. The model is estimated via hierarchical Bayes and machine learning, delivering customer-level parameter estimates. Customer-level estimates are input into a nonlinear programming next-offer maximization problem to select optimal features and discount level for customer segments, where segments are based on loyalty and discount elasticity. The mixed logit model is integrated with economic theory (the random utility model), and it predicts both customer perceived value for and response to alternative future sales offers. The methodology can be implemented to support value-based pricing and selling efforts. Contributions to the literature include: (a) the use of customer-level parameter estimates from a mixed logit model, delivered via a hierarchical Bayes estimation procedure, to support value-based pricing decisions; (b) validation that mixed logit customer-level modeling can deliver strong predictive accuracy, not as high as random forest but comparing favorably; and (c) a nonlinear programming problem that uses customer-level mixed logit estimates to select optimal features and discounts.",B2B; Sales data; Machine learning; Mixed logit; Nonlinear programming,PALGRAVE MACMILLAN LTD,wos-machine learning
Response transformation and profit decomposition for revenue uplift modeling,"Gubela, RM; Lessmann, S; Jaroszewicz, S",2020,10.1016/j.ejor.2019.11.030,"Uplift models support decision-making in marketing campaign planning. Estimating the causal effect of a marketing treatment, an uplift model facilitates targeting marketing actions to responsive customers and efficient allocation of marketing budget. Research into uplift models focuses on conversion models to maximize incremental sales. The paper introduces uplift models for maximizing incremental revenues. If customers differ in their spending behavior, revenue maximization is a more plausible business objective compared to maximizing conversions. The proposed methodology entails a transformation of the prediction target, customer-level revenues, that facilitates implementing a causal uplift model using standard machine learning algorithms. The distribution of campaign revenues is typically zero-inflated because of many non-buyers. Remedies to this modeling challenge are incorporated in the proposed revenue uplift strategies in the form of two-stage models. Empirical experiments using real-world e-commerce data confirm the merits of the proposed revenue uplift strategy over relevant alternatives, including uplift models for conversion and recently developed causal machine learning algorithms. To quantify the degree to which improved targeting decisions raise return on marketing, the paper develops a decomposition of campaign profit. Applying the decomposition to a digital coupon targeting campaign, the paper provides evidence that revenue uplift modeling, as well as causal machine learning, can improve campaign profit substantially. (C) 2019 Elsevier B.V. All rights reserved.",OR in Marketing; Profit Analytics; Uplift Model; Causal Machine Learning,ELSEVIER,wos-machine learning
Automatic Interpretable Retail forecasting with promotional scenarios,"Ali, ÖG; Gürlek, R",2020,10.1016/j.ijforecast.2020.02.003,"Budgeting and planning processes require medium-term sales forecasts with marketing scenarios. The complexity in modern retailing necessitates consistent, automatic forecasting and insight generation. Remedies to the high dimensionality problem have drawbacks; black box machine learning methods require voluminous data and lack insights, while regularization may bias causal estimates in interpretable models. The proposed FAIR (Fully Automatic Interpretable Retail forecasting) method supports the retail planning process with multi-step-ahead category-store level forecasts, scenario evaluations, and insights. It considers category-store specific seasonality, focaland cross-category marketing, and adaptive base sales while dealing with regularization-induced confounding. We show, with three chains from the IRI dataset involving 30 categories, that regularization-induced confounding decreases forecast accuracy. By including focal- and cross-category marketing, as well as random disturbances, forecast accuracy is increased. FAIR is more accurate than the black box machine learning method Boosted Trees and other benchmarks while also providing insights that are in line with the marketing literature. (C) 2020 International Institute of Forecasters. Published by Elsevier B.V. All rights reserved.",Causality; Decomposition; Marketing; Multivariate time series; Panel data; Machine learning,ELSEVIER,wos-machine learning
THE RESERVE PRICE OPTIMIZATION FOR PUBLISHERS ON REAL-TIME BIDDING ON-LINE MARKETPLACES WITH TIME-SERIES FORECASTING,"Wodecki, A",2020,10.2478/fman-2020-0013,"Today's Internet marketing ecosystems are very complex, with many competing players, transactions concluded within milliseconds, and hundreds of different parameters to be analyzed in the decision-making process. In addition, both sellers and buyers operate under uncertainty, without full information about auction results, purchasing preferences, and strategies of their competitors or suppliers. As a result, most market participants strive to optimize their trading strategies using advanced machine learning algorithms. In this publication, we propose a new approach to determining reserve-price strategies for publishers, focusing not only on the profits from individual ad impressions, but also on maximum coverage of advertising space. This strategy combines the heuristics developed by experienced RTB consultants with machine learning forecasting algorithms like ARIMA, SARIMA, Exponential Smoothing, and Facebook Prophet. The paper analyses the effectiveness of these algorithms, recommends the best one, and presents its implementation in real environment. As such, its results may form a basis for a competitive advantage for publishers on very demanding online advertising markets.",online marketing; real-time bidding; reserve price optimization; machine learning; forecasting,SCIENDO,wos-machine learning
"Disjunctions of Conjunctions, Cognitive Simplicity, and Consideration Sets","Hauser, JR; Toubia, O; Evgeniou, T; Befurt, R; Dzyabura, D",2010,10.1509/jmkr.47.3.485,"The authors test methods, based on cognitively simple decision rules, that predict which products consumers select for their consideration sets. Drawing on qualitative research, the authors propose disjunctions-of-conjunctions (DOC) decision rules that generalize well-studied decision models, such as disjunctive, conjunctive, lexicographic, and subset conjunctive rules. They propose two machine-learning methods to estimate cognitively simple DOC rules. They observe consumers' consideration sets for global positioning systems for both calibration and validation data. They compare the proposed methods with both machine-learning and hierarchical Bayes methods, each based on five extant compensatory and noncompensatory rules. For the validation data, the cognitively simple DOC-based methods predict better than the ten benchmark methods on an information theoretic measure and on hit rates. The results are robust with respect to format by which consideration is measured, sample, and presentation of profiles. The article closes with an illustration of how DOC-based rules can affect managerial decisions.",consideration sets; noncompensatory decisions; consumer heuristics; machine learning; conjoint analysis; cognitive simplicity; lexicography; decision theory,SAGE PUBLICATIONS INC,wos-machine learning
Seeing It Is Like Touching It: Unraveling the Effective Product Presentations on Online Apparel Purchase Decisions and Brain Activity (An fMRI Study),"Jai, TM; Fang, D; Bao, FS; James, RN; Chen, TW; Cai, WD",2021,10.1016/j.intmar.2020.04.005,"Unlike brick-and-mortar stores where consumers can use all of their senses to examine a product, online retailers must properly present products to shoppers via a computer-mediated interface. In this exploratory study, we investigate how the brain makes purchase decisions when it encounters different types of visual presentation strategies. Specifically, we use event-related fMRI to study brain activation preceding purchase decisions under three visual presentation strategies: (1) static picture, (2) image zooming, and (3) rotation video. Twenty-four (24) participants made 60 apparel purchase decisions. Utilizing machine learning, we study whether and how various neural circuits are engaged in purchase decision-making in regard to different types of visual sensory information. The functional neuroimaging results suggest high accuracy (highest: 95%, Rotation condition) in predicting purchase decisions using brain activity in the product evaluation process. Furthermore, cross-category validation reveals the activation patterns under the Rotation condition most successfully predict choices across the other two presentation conditions: this suggests a potential universal brain activity pattern in these apparel purchase decisions. Finally, we found some brain regions (such as the cerebellum) that are less likely to be associated with purchase decisions but are considered influential in predicting online apparel purchase decisions in the context of watching a rotation product video. The cerebellar activation may suggest association with spatial cognition and virtual navigation in addition to motor control. This study contributes to the research field of NeuroIS and online shopper study. The results provide empirical evidence to support the refined S-O-R theoretical model Jacoby (2002) and heuristic information process and inform the practical implications of sensory-engaging presentations in helping consumers to make online purchase decisions. (C) 2020 Direct Marketing Educational Foundation, Inc. dba Marketing EDGE. All rights reserved.",fMRI; Online shopper; Apparel shopping; Visual merchandising; Neuromarketing; Visual sensory information,SAGE PUBLICATIONS INC,wos-machine learning
Improving Cancer Outreach Effectiveness Through Targeting and Economic Assessments: Insights from a Randomized Field Experiment,"Chen, YX; Lee, JY; Sridhar, S; Mittal, V; McCallister, K; Singal, AG",2020,10.1177/0022242920913025,"Patients at risk for hepatocellular carcinoma or liver cancer should undergo semiannual screening tests to facilitate early detection, effective treatment options at lower cost, better recovery prognosis, and higher life expectancy. Health care institutions invest in direct-to-patient outreach marketing to encourage regular screening. They ask the following questions: (1) Does the effectiveness of outreach vary among patients and over time?; (2) What is the return on outreach?; and (3) Can patient-level targeted outreach increase the return? The authors use a multiperiod, randomized field experiment involving 1,800 patients. Overall, relative to the usual-care condition, outreach alone (outreach with patient navigation) increases screening completion rates by 10-20 (13-24) percentage points. Causal forests demonstrate that patient-level treatment effects vary substantially across periods and by patients' demographics, health status, visit history, health system accessibility, and neighborhood socioeconomic status, thereby facilitating the implementation of the targeted outreach program. A simulation shows that the targeted outreach program improves the return on the randomized outreach program by 74%-96% or $1.6 million to $2 million. Thus, outreach marketing provides a substantial positive payoff to the health care system.",causal forests; machine learning; personalized health care marketing; cancer screening; randomized field experiment,SAGE PUBLICATIONS INC,wos-machine learning
From Where to What: Distributed Representations of Brand Associations in the Human Brain,"Chen, YP; Nelson, LD; Hsu, M",2015,10.1509/jmr.14.0606,"Considerable attention has been given to the notion of a set of human-like characteristics associated with brands, referred to as brand personality. The authors combine newly available machine learning techniques with functional neuroimaging data to characterize the set of processes that give rise to these associations. The authors show that brand personality traits can be captured by the weighted activity across a widely distributed set of brain regions previously implicated in reasoning, imagery, and affective processing. That is, as opposed to being constructed through reflective processes, brand personality traits seem to exist a priori inside consumers' minds, such that the authors are able to predict what brand a person is thinking about solely on the basis of the relationship between brand personality associations and brain activity. These findings represent an important advance in the application of neuroscientific methods to consumer research, moving from work focused on cataloging brain regions associated with marketing stimuli to testing and refining constructs central to theories of consumer behavior.",consumer neuroscience; branding; brand personality; functional magnetic resonance imaging; machine learning,AMER MARKETING ASSOC,wos-machine learning
DEPART: Decomposing prices using atheoretical regression trees,"Lu, HD; van der Lans, R; Helsen, K; Gauri, DK",2023,10.1016/j.ijresmar.2023.08.009,"Regular prices and temporary discounts are important elements for retailers' and brands' pricing decisions. These two variables need to be considered separately because consumer sensitivities to their changes typically differ. Although the scope and richness of retail datasets have grown rapidly in recent years, most of them only record actual prices paid by customers and lack direct information about regular prices and discounts. A systematic review involving close to five hundred publications that investigated pricing variables using retail scanner data confirms this, as 63% of them only observed actual prices. To solve this missing data problem, these studies often adopted heuristics to decompose actual prices into regular prices and discount depths. However, there are many such heuristics and their accuracies have not been assessed. This research introduces DEPART, a new machine learning approach based on regression trees with a publicly available R package and benchmarks it against previously used heuristics in two different datasets. The results show that on average the proposed method outperforms previously used heuristics by 26.5% or more. Additional analyses illustrate the potential economic benefits of adopting DEPART to improve pricing decisions.",Regular price; Discount depth; Machine learning; Regression trees; Missing data recovery,ELSEVIER,wos-machine learning
